industry,budget,mail_response_count,total_meet_count,mail_open_rate,website_visits,converted
Finance,143454.56612632115,2,3,0.477615929987381,5.0,1
E-commerce,128014.58478061174,1,1,0.1913159195370626,1.0,0
SaaS,42691.006775497786,3,1,0.2573009707381479,24.0,0
SaaS,294746.5188487036,2,2,0.4411896141798136,10.0,1
Finance,54680.02803724944,0,0,0.452685353968138,23.0,0
Finance,36713.364010920064,9,5,0.2951795698575134,26.0,1
SaaS,19902.15072341167,1,0,0.8869364608418169,71.0,0
SaaS,59978.71003352971,0,0,0.2673915680848768,3.0,0
Healthcare,42633.51940629383,5,2,0.1781667032595193,9.0,1
SaaS,27232.364062713183,5,2,0.1738583681193555,34.0,0
E-commerce,222811.62826324397,2,2,0.20111084751347,12.0,1
Finance,317305.535831557,0,0,0.2704820634621932,3.0,0
SaaS,49076.45251177308,8,1,0.2258726083892176,11.0,1
Finance,258825.0517251122,0,0,0.1793018999525204,15.0,0
E-commerce,68976.41171975418,0,0,0.0722680870294274,7.0,0
SaaS,136283.62718748997,2,3,0.2835271940231726,3.0,1
Manufacturing,49830.90035408278,1,0,0.1766760244511838,10.0,0
Finance,13319.852469493077,3,0,0.5681872895733234,56.0,0
Finance,19771.99062337877,7,5,0.2535045231432481,36.0,1
Healthcare,13985.582873556288,3,0,0.7670689098266927,22.0,0
Healthcare,53188.10711545547,6,4,0.2299505809848943,15.0,1
Finance,206752.60699973875,4,5,0.3767433455887921,2.0,1
Manufacturing,7705.596851669561,1,0,0.6660040062383821,33.0,0
Finance,46613.10983559494,0,0,0.2835271940231726,14.0,0
Healthcare,66205.74101711196,10,2,0.5173321823539062,17.0,1
E-commerce,29479.186377686816,5,3,0.2290310008630727,12.0,1
Healthcare,69550.17015559954,6,0,0.2242357557904082,26.0,0
E-commerce,50540.20314755891,7,4,0.2883670100046503,37.0,1
Finance,51093.53964516021,3,1,0.3061536539973476,5.0,0
SaaS,118981.44720611646,3,0,0.1345825369003175,9.0,0
Finance,89028.83550790201,5,1,0.1643267047296724,21.0,0
Finance,30002.13983260352,3,0,0.8993113476717539,36.0,0
Manufacturing,79970.41402839217,0,0,0.0570417361543005,16.0,0
Finance,49964.20108148929,5,3,0.229349730692169,36.0,1
SaaS,7697.784351822571,5,0,0.6453748730514918,38.0,0
Healthcare,90300.71642674712,7,2,0.405377108660154,19.0,1
Healthcare,370497.3974099143,1,3,0.3273638507602553,8.0,1
E-commerce,47788.8462358351,7,3,0.3354613926509576,22.0,1
Finance,245290.6265983876,2,5,0.4663054706988813,20.0,1
SaaS,163862.74782408646,0,0,0.1991520308095672,4.0,0
Manufacturing,36440.10317961503,4,2,0.6934248905980385,20.0,0
SaaS,77529.99271452053,5,3,0.2667140107680527,8.0,1
Manufacturing,80216.04586580629,15,8,0.6265318310704204,18.0,1
Finance,52411.95761664094,1,0,0.1803429093229735,16.0,0
Healthcare,93324.0494518583,7,3,0.4301332769015396,37.0,0
Healthcare,556200.3746528524,1,3,0.1669044651152931,18.0,1
SaaS,18867.89660153893,9,6,0.165520965134083,27.0,1
Manufacturing,45705.2797203181,2,0,0.2835271940231726,5.0,0
Healthcare,39117.35041338214,6,0,0.5757992300913584,6.0,0
SaaS,10556.57295931382,2,0,0.6452170331921431,17.0,0
Finance,45193.85447179861,4,2,0.1444477486502152,26.0,0
SaaS,16536.645683394636,2,1,0.4681875384615538,36.0,0
SaaS,92118.85605167552,6,3,0.2835271940231726,16.0,1
Manufacturing,35073.74430186796,4,4,0.0947933754203656,23.0,1
SaaS,50255.142152746,4,2,0.1379797777570984,21.0,0
Healthcare,60504.50391039208,9,2,0.4501811969012382,38.0,1
Finance,38169.06956333779,1,0,0.5297576510350831,34.0,0
Finance,148230.18759135288,3,0,0.1708897615501983,7.0,0
Finance,88124.69047437551,2,3,0.2049867459733679,18.0,0
Healthcare,16861.458053966453,1,0,0.7145101790336937,45.0,0
E-commerce,77607.55564448661,2,1,0.2133849828345034,22.0,0
SaaS,67921.64482389402,3,3,0.3179283159391636,9.0,0
SaaS,74476.86766147621,3,5,0.1932102820239018,34.0,1
Finance,116938.49062599156,5,3,0.2277079992440428,20.0,0
E-commerce,36346.94959726535,13,8,0.3901778200604289,34.0,1
SaaS,158074.0309115474,0,0,0.1711889720015647,18.0,0
Finance,57807.70215710843,2,1,0.3326764754640877,5.0,0
SaaS,71886.06335353042,3,1,0.1765599680143587,7.0,1
SaaS,21346.228830077605,7,3,0.2403060301653357,20.0,1
Finance,217567.67015449904,0,0,0.1388019992153926,3.0,0
SaaS,11978.296772773952,2,0,0.8388105917992982,62.0,0
SaaS,16355.414319328993,0,0,0.80535693559518,29.0,0
Finance,44299.93695436619,4,2,0.0423680798925289,26.0,0
Manufacturing,44631.01580712772,5,3,0.2767165601822923,25.0,1
E-commerce,31743.167615506965,2,0,0.1870651025285349,12.0,0
SaaS,25481.006426147364,2,1,0.1732773825997045,12.0,0
SaaS,38832.672066106265,10,9,0.1725047826541194,40.0,1
Healthcare,92094.7885172914,2,3,0.3410443462581718,10.0,0
SaaS,191878.92305965917,3,7,0.2191535633023048,15.0,1
SaaS,104589.77379977044,4,4,0.0964020386733834,24.0,0
Finance,35731.29711442645,4,1,0.2164831570716699,29.0,0
SaaS,21442.531011508338,9,6,0.3924223449545601,26.0,1
E-commerce,207757.2063602608,3,4,0.2480187120194995,24.0,1
SaaS,39083.426838388754,5,2,0.3018451426428127,17.0,1
Finance,45993.31353162743,4,3,0.1548042501708873,16.0,0
E-commerce,70900.0844120768,2,4,0.4208972407624469,6.0,0
Finance,15809.818799567784,1,0,0.7037902732157851,27.0,0
Healthcare,82016.9389594854,2,1,0.2042954947427266,19.0,0
Finance,94125.7812666218,7,7,0.3327065718338123,30.0,1
Healthcare,24124.39087122847,1,0,0.7363623894896943,52.0,0
E-commerce,56826.96554610141,1,0,0.2659400209048179,8.0,0
SaaS,45716.24975484238,3,1,0.3735979498553407,21.0,0
Finance,197291.6545175065,3,4,0.3435132781495971,2.0,1
E-commerce,115064.435389087,2,0,0.1060828914241229,25.0,0
E-commerce,59774.06362115129,2,3,0.192124436489475,16.0,0
E-commerce,97467.89935023231,3,2,0.2629840351130634,26.0,1
Finance,254073.6750128221,2,0,0.431773743660438,9.0,0
SaaS,31711.30451405623,2,2,0.1160711244265679,25.0,0
Manufacturing,84255.24902428995,1,2,0.3020325634277671,6.0,1
E-commerce,94011.91733515495,3,0,0.1612184140273734,50.0,0
Finance,35090.45565662596,6,1,0.2631716334720304,25.0,1
Finance,58283.52325732927,6,5,0.309092678155647,21.0,1
SaaS,211176.5783623128,1,1,0.3181298820195586,13.0,0
Manufacturing,11067.60451945725,3,0,0.902561978659038,23.0,0
SaaS,218228.48234042412,1,1,0.2920871572956039,14.0,0
SaaS,13236.337094830658,2,0,0.7159055526086134,55.0,0
Finance,191927.4495338089,2,1,0.2758625234976187,8.0,0
SaaS,38382.77946101111,6,4,0.2094500287207179,26.0,1
E-commerce,20912.70186274071,7,2,0.3684985118812481,13.0,1
Healthcare,53355.8871260867,3,3,0.2835271940231726,13.0,1
E-commerce,13619.65426558947,2,1,0.4890552538710978,36.0,0
Manufacturing,11556.253764009123,2,0,0.6435202423012152,53.0,0
Finance,268979.1351678559,3,2,0.307739232935536,0.0,1
SaaS,20350.5767549374,7,2,0.5327770138622174,14.0,1
Healthcare,39743.16652380971,10,5,0.4002396251330188,51.0,1
E-commerce,180503.48333280144,2,3,0.3930538462678687,6.0,1
SaaS,336928.77256859106,3,3,0.2555140174869912,6.0,1
SaaS,115679.55070128372,5,4,0.2208895076309008,17.0,1
E-commerce,56704.82316186578,2,2,0.2099355273209018,27.0,0
Healthcare,25125.243163036703,2,0,0.1380276152622231,35.0,0
Manufacturing,54538.21268224827,5,3,0.1816638996443994,12.0,0
SaaS,12232.602864834238,1,0,0.8311458579924802,42.0,0
Finance,48848.88589382423,0,0,0.1173867947221545,23.0,0
SaaS,42052.054746616406,6,3,0.599801881047473,26.0,1
E-commerce,19105.31159817609,1,1,0.6077318571859681,51.0,0
Healthcare,57560.55800873916,0,0,0.0213047399758365,14.0,0
E-commerce,35577.24990513256,1,0,0.1911597322534396,17.0,0
Manufacturing,9878.630126541591,3,1,0.5237437888768034,63.0,0
Healthcare,42268.73049024573,5,3,0.3023916568158891,21.0,0
Manufacturing,232366.11368902287,0,0,0.3617633019512919,11.0,0
Finance,191629.8168370137,5,4,0.3585896435869031,7.0,1
Finance,81289.24097230288,3,1,0.1674281037179182,16.0,0
Finance,29522.565171744296,2,0,0.7098670241623413,86.0,0
E-commerce,76362.5546655015,4,1,0.3023980859487647,23.0,0
SaaS,90690.82658217876,14,11,0.5528180581339531,58.0,1
Finance,295205.383822726,0,0,0.2487205820643098,7.0,0
Healthcare,225481.6075926701,2,0,0.2833618708248515,13.0,0
SaaS,17481.27448172769,11,4,0.2835271940231726,16.0,1
Finance,60224.01130598601,4,5,0.1884235225098524,24.0,1
E-commerce,81390.26951658186,6,5,0.2581002592456276,19.0,1
E-commerce,15234.735687596807,4,0,0.6027541793010952,83.0,0
SaaS,47668.10344587029,1,1,0.3387546085322378,9.0,0
Manufacturing,71587.4601983825,1,2,0.1353756476022757,25.0,0
Healthcare,30458.9626600096,3,2,0.3864333359482686,33.0,1
Manufacturing,15392.712403127069,2,0,0.5932990291284468,19.0,0
SaaS,83224.11511795485,2,1,0.2325126771812227,14.0,1
SaaS,16697.734101369544,1,1,0.5734497523734436,121.0,0
Finance,87058.66338851134,6,2,0.2423647659072789,14.0,1
E-commerce,74365.95289463892,5,2,0.2171239394484971,21.0,0
Healthcare,81727.53051565577,1,4,0.1039095576315204,18.0,0
Finance,71903.31908209085,5,4,0.2452798974985953,23.0,1
Finance,13552.734336823538,1,1,0.5262765698873004,39.0,0
SaaS,15202.873438588498,0,0,0.7296916315265147,28.0,0
SaaS,134086.89994818412,0,0,0.190546573009723,3.0,0
SaaS,214352.9730174813,3,4,0.2835271940231726,10.0,1
E-commerce,9350.38040599446,0,0,0.5213514447860136,71.0,0
Finance,91398.65067053704,8,5,0.227390474076565,30.0,1
SaaS,93250.7130051155,10,3,0.4956047736112681,26.0,1
Finance,281521.0960204397,3,9,0.2504770621568578,12.0,1
E-commerce,71492.78216851816,6,4,0.320587388882997,17.0,1
E-commerce,21704.95764871305,11,9,0.3201934061071155,29.0,1
SaaS,31110.180079130536,3,1,0.2897212586409666,17.0,0
SaaS,20343.40891962,4,3,0.1830212343025804,27.0,0
Healthcare,256197.9486727744,1,1,0.2835271940231726,8.0,1
SaaS,34516.49913244484,1,3,0.3221709506513993,13.0,0
E-commerce,46512.11415232314,1,0,0.1548679447780423,9.0,0
SaaS,234031.30408310145,2,4,0.1250609351596134,11.0,1
Healthcare,204411.29596979904,1,0,0.1990711587206688,16.0,0
SaaS,238068.40422140725,2,3,0.1384746665808531,9.0,1
E-commerce,13232.223298134888,0,0,0.7293926157876385,27.0,0
Healthcare,56864.45067687141,1,0,0.4362859495794724,12.0,0
Finance,51908.6176184079,2,3,0.3353599581498959,12.0,0
SaaS,150986.91399678524,1,4,0.163704822848242,4.0,1
E-commerce,62310.282553901794,4,1,0.2021222896653071,17.0,0
Finance,135073.8180019206,11,11,0.2633728808293001,30.0,1
Finance,24023.577012068108,1,0,0.7478550442306521,37.0,0
Finance,352751.8146409751,2,4,0.2782694600336264,7.0,1
Healthcare,210766.37441935032,1,0,0.1413224391123094,9.0,0
SaaS,58966.49697593442,0,2,0.4240504614392526,5.0,0
SaaS,94231.12633774316,5,4,0.3241557161876984,2.0,1
SaaS,27254.178772952964,2,1,0.336568328887856,24.0,0
SaaS,53739.490837102734,1,1,0.1409414796609487,16.0,0
Healthcare,41386.488598356,1,1,0.1761919728844845,11.0,0
E-commerce,16989.881537432015,1,0,0.4654641468193731,47.0,0
SaaS,10355.132762018042,1,0,0.4131884878807506,59.0,0
Manufacturing,18513.361838615885,1,2,0.1668703363991625,20.0,0
SaaS,86191.68479049545,7,2,0.4919771804037459,32.0,1
Finance,125087.5041767677,3,4,0.1331962732687538,25.0,1
SaaS,40143.13376129313,4,4,0.2822694670983017,17.0,1
Healthcare,60970.12763339134,5,3,0.382245825387169,14.0,0
SaaS,43585.65525713334,5,3,0.0616633137984079,34.0,0
Finance,80206.21007243464,5,5,0.1692510717006151,19.0,1
Finance,182365.5477929533,1,0,0.4504951995168169,3.0,0
E-commerce,52198.593811209095,1,1,0.0598832776968063,9.0,0
Finance,59629.98706381599,2,3,0.2624888595501407,18.0,0
E-commerce,56025.1490883882,5,1,0.1513124623850474,22.0,0
Healthcare,471597.1055162731,2,4,0.2473778285030416,14.0,1
SaaS,100654.18751191613,5,2,0.1300277351794771,16.0,0
SaaS,34990.399071251544,3,3,0.2888105917921273,12.0,0
SaaS,202520.02672226436,4,5,0.2610880773507472,10.0,1
Healthcare,19082.708936458825,4,0,0.6304325229061645,45.0,0
Finance,40924.7204518331,3,3,0.2844137342485119,20.0,1
Finance,51560.586279203126,3,2,0.2478056831601312,25.0,0
Healthcare,120742.6889067146,2,1,0.3220140478199206,2.0,0
SaaS,349629.5333729729,0,0,0.2204365286923554,2.0,0
Manufacturing,65518.992727517085,0,0,0.0761790352620178,12.0,0
E-commerce,15869.246879357132,1,0,0.1360403491686447,6.0,0
E-commerce,43622.66899016017,6,1,0.3116471604797337,24.0,0
E-commerce,41978.89801998463,8,6,0.4550268963735236,29.0,1
SaaS,72011.7241211149,2,4,0.2835271940231726,18.0,0
Healthcare,79135.67662276894,5,3,0.1879367308211466,31.0,1
Manufacturing,14995.7975576311,1,0,0.7889276062696119,35.0,0
SaaS,152912.78497100133,6,5,0.355337900460087,23.0,1
SaaS,18470.33227949519,9,5,0.3728214065826417,27.0,1
Finance,13578.529038178847,4,0,0.845358507295117,49.0,0
Healthcare,43515.9841777653,0,1,0.3018494833015768,20.0,0
SaaS,280465.54747789045,10,6,0.3557690906819881,27.0,1
E-commerce,136559.19118696215,1,1,0.2008187732658708,8.0,0
SaaS,21464.941109891537,4,0,0.7543745570256045,53.0,0
Healthcare,46343.81028366897,6,2,0.3051572017004202,19.0,1
Manufacturing,18969.76498866056,1,0,0.7926926981502226,50.0,0
Finance,59514.70031952309,3,0,0.3131747438684746,16.0,0
Healthcare,271998.5408187855,2,2,0.3262988928329413,6.0,1
Finance,44150.57302825722,8,1,0.3053685128818844,17.0,1
SaaS,161326.78420900877,1,4,0.3157424054396952,5.0,1
Manufacturing,343364.3673797955,0,0,0.1244104760474289,2.0,0
Healthcare,41685.93927509871,4,3,0.173562522325657,25.0,1
E-commerce,111395.83894189,2,0,0.2283103665537711,6.0,0
Healthcare,96834.91239854548,1,2,0.2646820538194314,19.0,0
Manufacturing,15225.56699566087,0,0,0.5751720062144327,35.0,0
E-commerce,24615.89113405323,3,2,0.2835271940231726,14.0,0
E-commerce,52893.309713565606,7,2,0.287082732411614,25.0,1
Finance,83236.6525001791,10,6,0.415442854953657,27.0,1
Manufacturing,32835.306971599064,8,5,0.1549104915897806,19.0,1
SaaS,26567.964368612644,1,1,0.1029548753671478,17.0,0
Healthcare,77484.92033642944,2,2,0.1808883652373573,20.0,0
E-commerce,63464.512381060325,4,2,0.2566666454555053,10.0,0
Healthcare,56555.996300093575,6,4,0.196076960781787,24.0,1
E-commerce,170611.39012246855,4,8,0.4834482660924878,1.0,1
Finance,18050.989393583768,4,0,0.5307819463536214,46.0,0
SaaS,336463.54728238506,2,5,0.2835271940231726,16.0,1
SaaS,252456.56627221743,1,2,0.219060405551878,10.0,1
Finance,263832.102385748,6,8,0.4639168372753545,9.0,1
Finance,31884.497411559507,2,2,0.4516239704860252,14.0,0
Finance,48575.45373510962,1,1,0.2835271940231726,23.0,0
SaaS,53128.59627753034,0,4,0.2187452789881597,16.0,0
Healthcare,12042.195714060805,0,0,0.7210177606558953,51.0,0
SaaS,142085.7352520698,0,0,0.2135558361205597,10.0,0
Healthcare,56454.67459860201,6,1,0.3164930268469831,29.0,1
Healthcare,10855.536648038633,2,0,0.7542011244407212,20.0,0
SaaS,11669.004353744822,5,4,0.2771110941767856,23.0,1
Finance,211454.64645154105,5,5,0.1605581844967664,19.0,1
Manufacturing,124918.36767812794,3,4,0.3894213003985673,18.0,1
E-commerce,17245.782843511006,0,0,0.5642572516843125,17.0,0
SaaS,57977.60357456325,4,3,0.1745093492513072,18.0,0
SaaS,80959.98012579272,2,0,0.1898374558644811,17.0,0
E-commerce,64307.00480490724,11,5,0.480658776673059,15.0,1
Finance,43990.790240023445,3,1,0.2401464548952704,19.0,0
Finance,16970.50175612882,0,0,0.6535731686186174,59.0,0
Finance,43852.542270236685,3,2,0.2430442075707566,16.0,0
E-commerce,167806.17108876302,0,0,0.1881903078779619,2.0,0
Finance,201965.92914586855,1,3,0.1624304811734747,5.0,1
SaaS,109768.9919688,6,4,0.1958914383020925,12.0,1
Manufacturing,41731.61025618012,4,2,0.2240958485231172,10.0,0
E-commerce,112466.5196195722,1,1,0.117527838924596,7.0,0
SaaS,153273.3336052967,0,0,0.2313325879309912,7.0,0
Finance,111800.24392754972,3,7,0.4829231856952383,26.0,1
E-commerce,348590.69599487673,2,3,0.3671007019685291,17.0,1
SaaS,9742.305364530575,1,0,0.5896157115648194,54.0,0
Finance,25859.1232435464,6,2,0.2984773100081656,18.0,0
Finance,69921.37916288122,2,0,0.1564251352010084,17.0,0
Manufacturing,52434.48371009682,7,6,0.3487062506487572,15.0,1
SaaS,89095.5244248937,2,1,0.1144983884852162,10.0,0
E-commerce,34145.70032954115,7,5,0.2201162425240418,18.0,1
E-commerce,32870.63543090987,8,7,0.2088219402211575,18.0,1
SaaS,37676.408822528734,8,5,0.4276307493553019,18.0,1
SaaS,8823.709056894126,1,0,0.5479629441043707,43.0,0
Healthcare,75948.76348748688,2,1,0.1115607850659545,11.0,0
Healthcare,72062.18924753019,1,0,0.1515179058149538,16.0,0
Healthcare,207828.3595347102,4,6,0.2073084516480901,24.0,1
E-commerce,12949.52468920256,2,1,0.2893548262926753,14.0,1
SaaS,106805.01454906612,6,1,0.5482435496273207,10.0,0
E-commerce,48137.87214118079,1,0,0.1837240863891743,13.0,0
Healthcare,249938.64493462045,0,0,0.3304966348668567,11.0,0
SaaS,57118.88528587451,8,5,0.1885366743244825,20.0,1
SaaS,44562.59996132562,4,2,0.4972597985596013,20.0,0
SaaS,123076.6961646346,0,0,0.1027971841233502,3.0,0
SaaS,77688.94606068233,3,2,0.5245616045551635,10.0,0
Finance,49854.94816000048,2,1,0.2508976357891795,8.0,0
SaaS,178615.83629358487,2,0,0.2132491136522034,6.0,0
Finance,206242.29245601408,4,0,0.2672519777545795,14.0,0
Healthcare,264528.5988542219,3,5,0.1560980246550592,12.0,1
SaaS,270600.54545193387,5,3,0.2036705655687569,12.0,1
SaaS,21207.03847761488,4,3,0.1802055523013791,25.0,1
Manufacturing,12417.880733169364,1,0,0.7313771174483481,37.0,0
SaaS,78641.06288299126,7,6,0.3146312854644036,13.0,1
SaaS,118598.38122683764,0,0,0.0171227717314946,16.0,0
SaaS,60627.33481356328,0,0,0.1328258163614074,9.0,0
SaaS,50803.41672522493,7,6,0.3685616504635918,39.0,1
Finance,27420.95502503893,8,1,0.3756431480638054,8.0,0
Healthcare,66166.47968994848,3,2,0.1414922483213711,20.0,0
Healthcare,26891.627255524385,6,4,0.1717355756053257,19.0,1
SaaS,10556.275891213929,0,0,0.7737638513037735,36.0,0
Finance,50080.31115250419,5,1,0.4771794168181247,27.0,0
Finance,11909.571499321137,1,0,0.5418089594671014,58.0,0
Healthcare,21892.6016525908,8,6,0.4657511605903982,50.0,1
Manufacturing,87333.24026584184,4,0,0.2180867456833531,1.0,0
Healthcare,12646.258984753806,2,0,0.7007889123645444,53.0,0
SaaS,238581.12184164903,0,0,0.1625138657416416,1.0,0
Finance,143629.62642375135,2,1,0.2041423283050254,6.0,1
SaaS,45393.036788089325,1,3,0.2840758749271753,15.0,0
Healthcare,56876.141258036136,3,1,0.1239693982326879,27.0,0
Finance,101268.43860288452,5,3,0.3367129552996761,23.0,1
SaaS,89106.7007943942,3,1,0.1497606753265986,14.0,0
Finance,14428.308482113236,1,0,0.3502020755791306,53.0,0
Finance,18887.5476313038,0,0,0.0252109269016542,6.0,0
Finance,50159.58106225972,5,1,0.1632711124480151,52.0,0
Finance,36823.50686976053,8,7,0.3300850059335161,32.0,1
Finance,292639.153378548,0,0,0.1922526721156421,6.0,0
Healthcare,116964.08541788308,7,1,0.3188500392752628,4.0,0
E-commerce,39309.10543853653,8,4,0.2247419636612094,29.0,1
SaaS,32160.14285142467,4,1,0.4004200770907119,18.0,1
SaaS,13299.773347966067,4,0,0.8902911022851896,71.0,0
Healthcare,166728.86371271173,3,1,0.3507444254790151,15.0,0
Manufacturing,69886.79813297302,3,3,0.1965110697212579,20.0,1
Healthcare,20383.481276223545,1,0,0.7081800387398851,19.0,0
Finance,39693.4631870126,5,3,0.2750564756335547,34.0,1
SaaS,30196.60874293616,7,2,0.4380174398226817,9.0,1
Finance,384370.4679159623,1,0,0.1580401533798331,4.0,0
Healthcare,224352.9052844222,4,3,0.2012307297658835,25.0,1
SaaS,27958.333880241174,8,6,0.412024915376136,23.0,1
E-commerce,33617.039196903206,2,3,0.160730861067835,25.0,0
SaaS,30658.067200007903,2,2,0.254198509937791,13.0,0
SaaS,12565.866683828695,5,0,0.6397545659301637,49.0,0
Manufacturing,32098.628243287545,6,7,0.3212740096563944,40.0,1
Finance,15988.518581813853,1,0,0.597575952962141,57.0,0
Healthcare,37220.18265069487,3,2,0.2370723963165157,7.0,0
Healthcare,124344.2631714022,2,1,0.2422091201282259,9.0,1
Healthcare,424557.73408484017,1,1,0.5431611262261107,8.0,0
Healthcare,35843.17748414955,6,4,0.264264098647743,16.0,1
Manufacturing,80930.0979091174,4,5,0.1459317881866957,26.0,0
SaaS,34792.80327999219,4,4,0.1988345510539818,25.0,1
SaaS,88510.31843449034,3,8,0.3451860945022507,9.0,1
Healthcare,37164.57632941668,0,0,0.2835271940231726,17.0,0
E-commerce,11475.472453535049,2,0,0.8319822726892832,60.0,0
Manufacturing,53332.18794504556,4,5,0.4780724057276547,19.0,1
E-commerce,30342.601646891544,5,3,0.2232233323551547,8.0,1
Finance,216571.2693279772,0,0,0.1668061499864395,7.0,0
SaaS,167838.69643779876,5,4,0.2317209339279117,16.0,1
Finance,298048.3836614092,2,0,0.4131177454827754,6.0,0
Healthcare,23374.136905782278,0,0,0.2146642764807148,15.0,0
Finance,28319.534871987333,3,0,0.2835271940231726,10.0,0
SaaS,17075.424244793925,4,2,0.1605339873818221,23.0,0
SaaS,42287.28708680232,3,3,0.280289341292239,17.0,1
Finance,16773.654292610063,1,0,0.8056024107455988,72.0,0
Healthcare,431878.4474047103,4,8,0.350748161604661,1.0,1
SaaS,215773.22974148588,8,13,0.5077139293642488,5.0,1
Healthcare,78210.64590617963,10,8,0.3841998985222877,28.0,1
Finance,58945.98273055985,5,1,0.279871132585313,28.0,0
Healthcare,364803.8422850446,2,2,0.4436598301280577,9.0,1
E-commerce,34510.37675969265,4,2,0.2884997958696398,16.0,0
Finance,14032.8570767147,1,0,0.545377828005133,94.0,0
Finance,16563.96981884767,0,1,0.5402123320608521,38.0,0
Healthcare,79773.0544486733,3,1,0.1968866754210301,33.0,0
Manufacturing,67316.66752300525,2,2,0.2443968459218448,17.0,0
SaaS,54545.80089873629,1,0,0.138076096330135,11.0,0
SaaS,409529.9904994772,3,6,0.5584131291276349,2.0,1
Healthcare,36525.16832322423,4,2,0.148567751336544,20.0,0
SaaS,198247.35719512435,5,9,0.398524107662679,3.0,1
Finance,119640.7237400802,0,0,0.2844330379551997,3.0,0
SaaS,94295.7912475605,3,1,0.2558198751359831,22.0,0
Manufacturing,31989.19324454987,5,7,0.2550438102695256,28.0,1
SaaS,22259.061304609324,0,0,0.6096214011438743,40.0,0
E-commerce,12556.20725435817,1,0,0.9084182150440792,41.0,0
SaaS,21236.277244306715,3,7,0.3155768854128137,34.0,1
Finance,30915.85328595507,3,0,0.5493319183130199,29.0,0
Manufacturing,13627.637082117191,6,6,0.2044071221103925,17.0,1
Finance,105203.9823668836,4,3,0.2118480923733936,13.0,1
SaaS,259983.24056746185,1,2,0.2664264202831659,4.0,1
Finance,59275.73200472481,4,2,0.7721395122212877,9.0,0
Finance,116344.70011428533,7,3,0.2538388953011318,16.0,1
Healthcare,15314.408121504584,0,0,0.4637791401210878,24.0,0
Healthcare,15403.035004875035,6,4,0.3532529742314043,22.0,1
SaaS,124227.5150675386,4,3,0.3612173564414775,12.0,1
SaaS,19359.783329359838,8,5,0.3916829138226711,20.0,1
Finance,446977.50343673193,3,3,0.3642922862850043,10.0,1
Finance,142629.5607170984,5,2,0.292100774442726,13.0,1
SaaS,19934.05529207586,4,0,0.4432054197492389,18.0,0
Healthcare,13563.272856917209,0,0,0.7466859074900835,25.0,0
SaaS,37994.80562064936,2,1,0.096288038468573,12.0,0
SaaS,265204.044667218,3,4,0.4249191464041995,5.0,1
E-commerce,30013.09163401401,4,3,0.2380384417047729,28.0,0
SaaS,23858.08541017945,3,2,0.1430287733334925,8.0,0
Healthcare,19150.108388305543,1,0,0.3982993146753287,20.0,0
SaaS,48767.3141865717,7,3,0.3152049517373891,13.0,1
Healthcare,84895.22327140809,7,6,0.205762966834646,19.0,1
Healthcare,354654.0909070847,0,0,0.0894311445844969,12.0,0
E-commerce,139865.02403902705,5,5,0.0886773436665174,18.0,1
Healthcare,135266.21150342532,11,2,0.4074706433582005,13.0,1
E-commerce,57015.15651276701,9,5,0.3862395606723905,19.0,1
E-commerce,8769.644655655962,1,0,0.5633681703568937,41.0,0
E-commerce,64124.98020505812,6,1,0.3636606758423642,35.0,1
Manufacturing,11973.474968371089,1,0,0.0858367457942319,17.0,0
Healthcare,157239.46993903464,5,4,0.2201564047858275,9.0,0
Healthcare,48343.0573594208,3,2,0.1487246405338644,7.0,0
SaaS,13732.787646829884,3,0,0.6105835897375932,18.0,0
Healthcare,23175.88157594678,7,8,0.3129795809607267,23.0,1
SaaS,86712.88043082441,4,0,0.1819287455245737,9.0,0
SaaS,41356.24987005612,11,6,0.3168915802241461,27.0,1
SaaS,16341.921420651752,1,0,0.7111716444495485,31.0,0
Healthcare,206677.4391521038,1,0,0.0397403261299721,7.0,0
Finance,33109.568316223806,1,1,0.0399326404771058,10.0,0
Healthcare,143314.66159959315,1,0,0.1561989699421144,24.0,0
Finance,105284.3651172388,5,2,0.1902753810473203,13.0,1
E-commerce,67635.58986547288,6,2,0.1993007080873705,40.0,1
Healthcare,41943.76213843384,1,2,0.4136119774071615,19.0,0
Finance,16989.46671294687,11,8,0.3671216684160783,38.0,1
Finance,217394.7934581312,0,0,0.1308435377960174,8.0,0
SaaS,25823.80223884876,0,0,0.0572275086740313,12.0,0
SaaS,17308.499316953606,0,0,0.5562621523208808,53.0,0
Healthcare,71618.28218758816,6,3,0.1917176176438389,25.0,1
Finance,38566.61025670676,10,5,0.3336056568986978,23.0,1
Healthcare,150796.12295579203,3,3,0.403740216472171,4.0,0
Healthcare,32080.03652931323,7,0,0.6481201122323991,23.0,0
SaaS,49766.06982293331,4,1,0.2835271940231726,22.0,0
SaaS,338455.4845723023,5,7,0.2926667461309483,1.0,1
Healthcare,238493.45488910604,0,0,0.1059081977157466,5.0,0
Finance,7784.800669335829,2,0,0.8423820423669472,18.0,0
Manufacturing,75545.74312884474,5,6,0.1781669189806712,32.0,1
SaaS,41819.60947033479,4,2,0.3738087635769009,7.0,1
SaaS,87257.20645431733,8,3,0.2376463338726525,22.0,1
Finance,55230.02957342337,3,0,0.2835271940231726,34.0,0
SaaS,11463.338826094878,3,0,0.8781478260865037,13.0,0
Finance,56211.90995802364,4,1,0.1937224373040745,26.0,0
